MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,timediff,image name,image polarisation,image resolution,crs,waterbody percentage,date,chipname,nearest ship
636012731,2020-04-22 00:18:53,29.4353,-93.64911,0.0,230.0,101.0,HIGH PERFORMANCE,IMO9301005,A8HM2,1,1.0,183.0,32.0,13.4,80.0,A,17.0,S1A_IW_GRDH_1SDV_20200422T001836_20200422T001901_032233_03BA79_35B1,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-22,2020-04-22-71127_dualchannel.tif,2614.2632196560444
538004255,2020-01-06 01:50:16,33.67965,-118.12407,0.0,169.0,253.0,SEAWAYS LEYTE,IMO9470272,V7WA7,1,1.0,229.0,32.0,14.3,,A,39.0,S1B_IW_GRDH_1SDV_20200106T014937_20200106T015002_019690_025387_DE8C,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-01-06,2020-01-06-618834_dualchannel.tif,1198.2203497324454
432930000,2020-05-21 23:30:55,30.45693,-81.26912,0.0,357.0,113.0,ATHENS HIGHWAY,IMO9443073,7JPL,0,1.0,199.0,32.0,10.0,70.0,A,98.0,S1A_IW_GRDH_1SDV_20200521T232917_20200521T232942_032670_03C8AB_782D,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-05-21,2020-05-21-8106400_dualchannel.tif,5034.944209678748
566366000,2020-01-06 01:47:27,32.32477,-117.12553,0.0,25.0,313.0,PACIFIC BERYL,IMO9402782,9V9809,1,1.0,182.0,32.0,12.6,89.0,A,105.0,S1B_IW_GRDH_1SDV_20200106T014912_20200106T014937_019690_025387_2C7B,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-01-06,2020-01-06-493978_dualchannel.tif,2266.5388920708187
248251000,2020-05-22 02:07:40,46.23607,-123.72827,0.0,148.7,40.0,CASTELLANI,IMO9602409,9HA4578,0,1.0,228.0,32.0,14.4,70.0,A,379.0,S1B_IW_GRDH_1SDV_20200522T020121_20200522T020146_021688_0292AF_1354,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-05-22,2020-05-22-694697_dualchannel.tif,788.4067220188244
538005255,2020-12-16 04:31:26,21.28887,-157.92407,0.0,222.0,118.0,AL WUKIR,IMO9359466,V7CF3,1,1.0,225.0,36.0,12.0,80.0,A,448.0,S1B_IW_GRDH_1SDV_20201216T043854_20201216T043919_024723_02F0BC_F48E,"['VV', 'VH']",10.0,EPSG:32604,100.0,2020-12-16,2020-12-16-1168946_dualchannel.tif,inf
538003617,2020-02-08 00:35:12,27.81538,-96.94202,0.0,323.0,198.0,DUBAI CHARM,IMO9402495,V7SB7,1,1.0,249.0,44.0,15.0,80.0,A,38.0,S1A_IW_GRDH_1SDV_20200208T003434_20200208T003459_031154_0394D7_5CB4,"['VV', 'VH']",10.0,EPSG:32614,100.0,2020-02-08,2020-02-08-170559_dualchannel.tif,2055.26827063392
312391000,2020-03-19 13:49:16,32.40645,-117.23213,0.0,46.6,511.0,ORION,IMO7708912,V3DX3,0,8.0,47.0,9.0,3.5,70.0,A,273.0,S1A_IW_GRDH_1SDV_20200319T134443_20200319T134508_031745_03A944_2C02,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-03-19,2020-03-19-3871319_dualchannel.tif,11077.95083605994
373233000,2020-12-23 02:06:43,37.76949,-122.35805,0.0,201.4,334.0,MSC CLORINDA,IMO9484429,3FDW7,0,1.0,365.0,51.0,16.0,,A,60.0,S1A_IW_GRDH_1SDV_20201223T020743_20201223T020808_035807_043106_AD70,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-12-23,2020-12-23-652269_dualchannel.tif,1722.2934008920488
219006000,2020-06-16 13:53:50,32.32164,-117.09619,0.0,49.6,233.0,NAVIGARE PARS,IMO9583665,OXNC2,1,1.0,183.0,32.0,13.2,,A,50.0,S1A_IW_GRDH_1SDV_20200616T135300_20200616T135325_033043_03D3DF_E928,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-06-16,2020-06-16-8261899_dualchannel.tif,1932.127682799077
367396790,2020-04-27 02:01:14,37.72088,-122.32212,0.0,171.0,176.0,Z-FIVE,IMO9194177,WDE7721,3,0.0,28.0,9.0,3.5,52.0,A,382.0,S1A_IW_GRDH_1SDV_20200427T020736_20200427T020801_032307_03BD05_E129,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-04-27,2020-04-27-571621_dualchannel.tif,1073.3583898072984
538006268,2020-06-06 14:19:24,49.30671,-123.18999,0.0,355.3,95.0,SBI CARIOCA,IMO9719549,V7LF4,0,1.0,229.0,,,,A,56.0,S1B_IW_GRDH_1SDV_20200606T142020_20200606T142045_021914_02996F_30DF,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-06-06,2020-06-06-4287821_dualchannel.tif,874.6000686946127
567105000,2020-04-04 01:58:57,48.82849,-123.43422,0.0,141.0,221.0,WARISA NAREE,IMO9343417,HSRW,0,1.0,190.0,32.0,12.6,,A,167.0,S1B_IW_GRDH_1SDV_20200404T020144_20200404T020209_020988_027CFF_1E79,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-04-04,2020-04-04-607658_dualchannel.tif,14231.595296989484
212049000,2020-01-04 16:29:30,59.62031,-151.38911,0.0,106.5,35.0,TUFTY,IMO9393163,5BMK2,0,1.0,185.0,23.0,10.4,,A,22.0,S1A_IW_GRDH_1SDV_20200104T162952_20200104T163017_030653_038358_4AE5,"['VV', 'VH']",10.0,EPSG:32605,100.0,2020-01-04,2020-01-04-4479945_dualchannel.tif,2636.008663054248
311498000,2020-05-21 00:27:47,27.79947,-96.88812,0.0,333.9,200.0,AUSTRALIAN SPIRIT,IMO9247455,C6FW3,1,1.0,256.0,44.0,14.0,,A,99.0,S1A_IW_GRDH_1SDV_20200521T002608_20200521T002633_032656_03C83D_5781,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-05-21,2020-05-21-134827_dualchannel.tif,1710.9838645431123
371929000,2020-12-01 01:51:22,33.70028,-118.21837,0.0,345.0,275.0,HYUNDAI SPLENDOR,IMO9393321,3EVH7,0,1.0,340.0,46.0,12.5,70.0,A,76.0,S1A_IW_GRDH_1SDV_20201201T015006_20201201T015035_035486_0425FA_0FE8,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-12-01,2020-12-01-447704_dualchannel.tif,1070.0920732642628
311017100,2020-12-14 23:54:23,30.12398,-88.569,0.0,141.0,32.0,GULF RASTAQ,IMO9381847,C6XN9,1,1.0,183.0,32.0,12.2,89.0,A,10.0,S1A_IW_GRDH_1SDV_20201214T235413_20201214T235438_035689_042CFA_172B,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-12-14,2020-12-14-6669596_dualchannel.tif,16143.51228534837
367421980,2020-04-10 01:47:54,34.37544,-119.50555,0.0,236.8,511.0,JACKIE C,,WCZ4564,4,,34.0,7.0,,,B,641.0,S1A_IW_GRDH_1SDV_20200410T015835_20200410T015900_032059_03B45E_E30F,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-04-10,2020-04-10-474083_dualchannel.tif,inf
367529420,2020-06-13 14:18:25,47.98944,-122.2422,0.0,325.4,511.0,ISLAND VENTURE,IMO7730525,WDG3765,3,0.0,31.0,10.0,3.7,0.0,A,356.0,S1B_IW_GRDH_1SDV_20200613T141229_20200613T141254_022016_029C85_0F57,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-06-13,2020-06-13-4423847_dualchannel.tif,inf
235076282,2020-06-02 00:21:18,28.47232,-94.47858,0.0,11.0,121.0,PARAMOUNT HALIFAX,IMO9453987,2CWC2,1,1.0,249.0,44.0,14.8,80.0,A,316.0,S1A_IW_GRDH_1SDV_20200602T002634_20200602T002659_032831_03CD80_F496,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-06-02,2020-06-02-775051_dualchannel.tif,3992.363166222758
636014285,2020-02-10 00:21:45,29.28912,-94.52555,0.0,131.0,134.0,HORIZON THEANO,IMO9407392,A8SS4,1,0.0,183.0,32.0,13.1,89.0,A,190.0,S1A_IW_GRDH_1SDV_20200210T001835_20200210T001900_031183_0395DE_8E72,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-02-10,2020-02-10-100258_dualchannel.tif,1352.6635502043682
311622000,2020-04-29 01:58:23,33.71155,-118.19672,0.0,294.9,171.0,SEVEN SEAS MARINER,IMO9210139,C6VV8,4,1.0,216.0,28.0,7.0,,A,505.0,S1A_IW_GRDH_1SDV_20200429T014958_20200429T015027_032336_03BE0C_C266,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-04-29,2020-04-29-565170_dualchannel.tif,876.1067559593916
309198000,2020-03-22 00:33:39,29.19129,-94.671,0.0,247.4,53.0,NAVIGATOR SPIRIT,IMO9313498,C6WL4,1,1.0,240.0,42.0,14.8,,A,428.0,S1A_IW_GRDH_1SDV_20200322T002631_20200322T002656_031781_03AA85_CC59,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-22,2020-03-22-156957_dualchannel.tif,2691.4522271284213
538008010,2020-01-12 13:51:57,33.73328,-118.15447,0.0,152.0,28.0,ASSAY,IMO9370422,V7RP5,0,1.0,180.0,28.0,6.8,70.0,A,35.0,S1A_IW_GRDH_1SDV_20200112T135232_20200112T135257_030768_03874B_0EE2,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-01-12,2020-01-12-3376090_dualchannel.tif,836.5766701990481
538007512,2020-11-10 00:34:47,27.85093,-96.84988,0.0,159.7,55.0,OLYMPIC FRIENDSHIP,IMO9745251,V7SP5,1,1.0,,,,,A,4.0,S1A_IW_GRDH_1SDV_20201110T003443_20201110T003508_035179_041B5D_FFD6,"['VV', 'VH']",10.0,EPSG:32614,100.0,2020-11-10,2020-11-10-149364_dualchannel.tif,5503.061483077279
636015049,2020-05-08 22:48:20,40.48397,-73.63517,0.0,47.2,133.0,SCF PIONEER,IMO9577070,A8YG6,1,1.0,228.0,32.0,14.5,89.0,A,171.0,S1A_IW_GRDH_1SDV_20200508T225111_20200508T225136_032480_03C2E9_5BCC,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-05-08,2020-05-08-8182114_dualchannel.tif,1297.2135618633436
357072000,2020-06-11 14:18:50,49.29545,-123.20296,0.0,156.2,263.0,AMAR MUHIEDDINE,IMO8413942,H3BV,0,1.0,159.0,25.0,10.2,,A,595.0,S1B_IW_GRDH_1SDV_20200611T142845_20200611T142910_021987_029BB0_70D1,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-06-11,2020-06-11-4336318_dualchannel.tif,947.0637403736672
367471080,2020-06-22 01:47:47,33.71936,-118.11054,0.0,82.8,511.0,ISABEL L,,WDF6141,4,0.0,27.0,5.0,,,A,113.0,S1B_IW_GRDH_1SDV_20200622T014940_20200622T015005_022140_02A054_452B,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-06-22,2020-06-22-2213210_dualchannel.tif,2152.564971109135
366273000,2020-05-04 00:18:59,29.58707,-93.74775,0.0,184.8,204.0,OVERSEAS TEXAS CITY,IMO9353553,WHED,1,1.0,183.0,32.0,12.2,80.0,A,36.0,S1A_IW_GRDH_1SDV_20200504T001823_20200504T001848_032408_03C0A5_47FE,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-05-04,2020-05-04-91738_dualchannel.tif,1434.4119110447602
538006828,2020-12-06 00:20:14,29.20973,-94.62675,0.0,316.0,61.0,SAWTOOTH,IMO9311634,V7MR8,1,1.0,127.0,20.0,8.7,,A,90.0,S1A_IW_GRDH_1SDV_20201206T001844_20201206T001909_035558_042874_CD7A,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-12-06,2020-12-06-108717_dualchannel.tif,1439.353299435356
235114799,2020-12-08 14:32:57,49.28409,-123.18241,0.0,304.6,78.0,BERGE ANNUPURI,IMO9713193,2JCR2,0,1.0,179.0,,,,A,247.0,S1B_IW_GRDH_1SDV_20201208T142850_20201208T142915_024612_02ED39_81B6,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-12-08,2020-12-08-4576767_dualchannel.tif,910.6411862899622
209294000,2020-04-24 00:02:42,28.87655,-89.34939,0.0,247.0,181.0,TWO MILLION WAYS,IMO9334571,5BHK3,1,1.0,228.0,32.0,14.4,80.0,A,53.0,S1A_IW_GRDH_1SDV_20200424T000149_20200424T000214_032262_03BB79_39F5,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-04-24,2020-04-24-13388_dualchannel.tif,2004.9659321007664
636092864,2020-05-28 00:20:39,29.07957,-94.58633,0.0,302.0,23.0,AS PAULINE,IMO9294549,D5RB6,0,1.0,210.0,30.0,6.8,70.0,A,135.0,S1A_IW_GRDH_1SDV_20200528T001824_20200528T001849_032758_03CB68_CFE0,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-05-28,2020-05-28-108350_dualchannel.tif,9798.499872943965
538008746,2020-12-17 22:46:40,17.99272,-66.77567,0.0,239.1,93.0,SUNNY HORIZON,IMO9410911,V7A2715,1,1.0,180.0,32.0,7.4,89.0,A,596.0,S1A_IW_GRDH_1SDV_20201217T223644_20201217T223709_035732_042E76_6385,"['VV', 'VH']",10.0,EPSG:32619,100.0,2020-12-17,2020-12-17-5384314_dualchannel.tif,inf
366813470,2020-05-12 23:42:26,30.17948,-88.08307,0.0,225.2,511.0,JUDY D,IMO8968399,WDA4820,4,0.0,39.0,9.0,,,A,683.0,S1A_IW_GRDH_1SDV_20200512T235349_20200512T235418_032539_03C4C7_3DD6,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-05-12,2020-05-12-6683210_dualchannel.tif,9463.948739137912
636015051,2020-04-29 01:53:39,33.73658,-118.1537,0.0,97.4,183.0,SCF PROVIDER,IMO9577094,A8YG8,1,1.0,228.0,32.0,14.5,89.0,A,221.0,S1A_IW_GRDH_1SDV_20200429T014958_20200429T015027_032336_03BE0C_C266,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-04-29,2020-04-29-518161_dualchannel.tif,885.2712003164588
563760000,2020-05-03 00:27:17,18.23374,-94.38905,0.0,119.5,19.0,BOW LIND,IMO9388314,9V9234,1,1.0,182.0,32.0,12.1,,A,264.0,S1B_IW_GRDH_1SDV_20200503T002253_20200503T002318_021410_028A47_FEA3,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-05-03,2020-05-03-136932_dualchannel.tif,2405.521189577875
538005316,2020-12-24 02:12:13,47.55376,-122.48887,0.0,155.8,1.0,BARDU,IMO9504592,V7CS9,0,1.0,208.0,29.0,11.6,,A,647.0,S1B_IW_GRDH_1SDV_20201224T020126_20201224T020151_024838_02F487_A4FB,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-12-24,2020-12-24-703505_dualchannel.tif,2554.70530632814
564774000,2020-01-10 00:22:02,28.82961,-95.12882,0.0,6.8,110.0,EAGLE TACOMA,IMO9257802,S6NK2,1,1.0,246.0,42.0,14.8,,A,270.0,S1A_IW_GRDH_1SDV_20200110T002632_20200110T002657_030731_0385F5_0682,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-01-10,2020-01-10-101205_dualchannel.tif,4474.347660008769
538006779,2020-05-23 23:16:59,43.24077,-79.26752,0.0,319.0,76.0,FEDERAL HUDSON,IMO9205902,V7RE9,0,1.0,200.0,23.0,10.8,70.0,A,33.0,S1A_IW_GRDH_1SDV_20200523T231626_20200523T231651_032699_03C999_86E5,"['VV', 'VH']",10.0,EPSG:32617,100.0,2020-05-23,2020-05-23-7369004_dualchannel.tif,851.8141523240809
311000368,2020-06-03 02:05:44,49.03199,-123.64952,0.0,224.4,84.0,CSL SPIRIT,IMO9138111,C6BU6,0,1.0,225.0,32.0,14.4,,A,237.0,S1B_IW_GRDH_1SDV_20200603T020147_20200603T020212_021863_0297F1_9DA7,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-06-03,2020-06-03-660208_dualchannel.tif,1830.001249009557
636014128,2020-03-10 14:08:44,37.73994,-122.33955,0.0,211.1,166.0,SALAMINA,IMO9382968,A8RM7,1,1.0,227.0,32.0,14.3,80.0,A,52.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3684938_dualchannel.tif,753.8530649427082
367678850,2020-05-11 01:47:38,33.90797,-118.44998,0.0,166.9,91.0,LELA FRANCO,IMO9747821,WDI2504,3,0.0,24.0,,,,A,141.0,S1A_IW_GRDH_1SDV_20200511T014959_20200511T015028_032511_03C3E0_B7C6,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-05-11,2020-05-11-491671_dualchannel.tif,28567.46762139412
563936000,2020-02-10 00:19:20,29.41149,-93.61969,0.0,126.0,131.0,EAGLE TAMPA,IMO9253076,S6NK6,1,1.0,246.0,42.0,14.8,,A,45.0,S1A_IW_GRDH_1SDV_20200210T001835_20200210T001900_031183_0395DE_8E72,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-02-10,2020-02-10-91529_dualchannel.tif,1228.2188699922783
636014119,2020-02-27 00:25:44,29.25223,-94.61522,0.0,68.0,288.0,HORIZON THETIS,IMO9407380,A8RK7,1,1.0,183.0,32.0,13.1,80.0,A,46.0,S1A_IW_GRDH_1SDV_20200227T002630_20200227T002655_031431_039E54_C147,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-02-27,2020-02-27-112581_dualchannel.tif,1401.5585551076942
477050500,2020-11-19 02:01:15,33.68627,-118.12827,0.0,188.2,286.0,MSC ALGECIRAS,IMO9605243,VRMO7,0,0.0,299.0,48.0,14.5,71.0,A,669.0,S1A_IW_GRDH_1SDV_20201119T015006_20201119T015035_035311_041FEE_FE5F,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-11-19,2020-11-19-616883_dualchannel.tif,1162.3351665439493
636017153,2020-11-30 02:04:18,33.69067,-118.19933,0.0,215.0,294.0,SEALAND MANZANILLO,IMO9383261,A8QP4,0,1.0,208.0,29.0,11.6,,A,400.0,S1B_IW_GRDH_1SDV_20201130T015738_20201130T015808_024488_02E932_9CD8,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-11-30,2020-11-30-501354_dualchannel.tif,1365.409290081938
353577000,2020-05-13 22:54:32,37.20093,-76.11151,0.0,28.3,174.0,GLORY TRADER,IMO9287778,HPKO,0,1.0,224.0,32.0,14.2,70.0,A,229.0,S1A_IW_GRDH_1SDV_20200513T225821_20200513T225846_032553_03C532_10C9,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-05-13,2020-05-13-6651844_dualchannel.tif,1577.4876627246128
566453000,2020-04-10 00:19:49,28.53886,-94.54904,0.0,248.1,108.0,EAGLE SAN ANTONIO,IMO9594822,9V9330,1,1.0,274.0,49.0,17.2,80.0,A,99.0,S1A_IW_GRDH_1SDV_20200410T001810_20200410T001835_032058_03B45A_59D5,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-10,2020-04-10-99366_dualchannel.tif,3399.304554898764
375902000,2020-11-06 22:19:42,18.30474,-64.9367,0.0,171.7,114.0,TROPIC SUN,IMO9039016,J8AZ2,0,1.0,121.0,22.0,6.2,,A,529.0,S1A_IW_GRDH_1SDV_20201106T222831_20201106T222856_035134_0419C2_A29A,"['VV', 'VH']",10.0,EPSG:32620,100.0,2020-11-06,2020-11-06-6516918_dualchannel.tif,7925.678233597566
370361000,2020-04-08 04:28:55,21.28983,-157.92203,0.0,151.9,236.0,HAGEN,IMO9516868,3ESM8,0,1.0,147.0,23.0,8.2,,A,591.0,S1B_IW_GRDH_1SDV_20200408T043846_20200408T043911_021048_027ED0_B044,"['VV', 'VH']",10.0,EPSG:32604,100.0,2020-04-08,2020-04-08-1206091_dualchannel.tif,17343.357502568422
356585000,2020-06-15 02:07:12,49.28346,-123.18251,0.0,313.7,47.0,DS VALENTINA,IMO9205079,H8XE,1,1.0,332.0,58.0,22.7,,A,299.0,S1B_IW_GRDH_1SDV_20200615T020213_20200615T020238_022038_029D33_A127,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-06-15,2020-06-15-654025_dualchannel.tif,820.1906950956294
367002070,2020-04-05 00:08:57,29.40835,-91.99284,0.0,0.0,511.0,MISS EDMAY,,WDC3055,3,5.0,19.0,7.0,,52.0,A,78.0,S1A_IW_GRDH_1SDV_20200405T001015_20200405T001040_031985_03B1B7_3AA8,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-04-05,2020-04-05-36774_dualchannel.tif,8310.072456877378
636017269,2020-02-11 01:48:15,33.73575,-118.15053,0.0,70.0,250.0,MITERA MARIGO,IMO9321976,D5KC5,1,1.0,237.0,42.0,14.9,,A,81.0,S1B_IW_GRDH_1SDV_20200211T014936_20200211T015001_020215_026466_CD47,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-02-11,2020-02-11-512037_dualchannel.tif,902.5248714099392
477289900,2020-04-04 02:13:28,49.29107,-123.19634,0.0,270.6,212.0,GOLDEN CECILIE,IMO9692662,VROA6,0,1.0,198.0,32.0,12.9,,A,679.0,S1B_IW_GRDH_1SDV_20200404T020209_20200404T020234_020988_027CFF_8326,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-04-04,2020-04-04-6345636_dualchannel.tif,800.1844360397846
563000800,2020-02-07 14:21:37,49.30298,-123.22627,0.0,0.0,148.0,MAERSK SARNIA,IMO9289946,9V5244,0,1.0,335.0,42.0,14.0,71.0,A,81.0,S1B_IW_GRDH_1SDV_20200207T142016_20200207T142041_020164_0262B8_EEC4,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-02-07,2020-02-07-3417995_dualchannel.tif,919.070114364224
367003850,2020-06-28 00:09:51,29.68035,-91.79841,0.0,259.7,511.0,ALBERT J SETTOON,,WDD4739,3,15.0,13.0,6.0,,,A,29.0,S1A_IW_GRDH_1SDV_20200628T001020_20200628T001045_033210_03D8EA_E80A,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-06-28,2020-06-28-45229_dualchannel.tif,32925.58086816558
564348000,2020-01-22 14:06:58,37.76633,-122.33867,0.0,21.0,339.0,TORM ASTRID,IMO9510682,9V3670,1,1.0,183.0,32.0,12.6,,A,54.0,S1A_IW_GRDH_1SDV_20200122T140752_20200122T140817_030914_038C66_1780,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-01-22,2020-01-22-3695994_dualchannel.tif,798.043823837517
229218000,2020-06-18 23:12:59,37.18779,-76.09444,0.0,48.3,161.0,KONYA,IMO9657789,9HA3156,0,1.0,199.0,32.0,13.3,,A,875.0,S1A_IW_GRDH_1SDV_20200618T225824_20200618T225849_033078_03D4F6_5715,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-06-18,2020-06-18-8797692_dualchannel.tif,1404.6315643207108
538003024,2020-04-29 01:51:25,33.67193,-118.15887,0.0,94.0,188.0,CLEAN THRASHER,IMO9379155,V7NV2,1,1.0,183.0,32.0,12.2,81.0,A,87.0,S1A_IW_GRDH_1SDV_20200429T014958_20200429T015027_032336_03BE0C_C266,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-04-29,2020-04-29-1338384_dualchannel.tif,1136.7222957046574
249055000,2020-11-13 01:45:46,32.6381,-117.19614,0.0,38.3,308.0,CELEBRITY MILLENNIUM,IMO9189419,9HJF9,4,1.0,293.0,32.0,8.3,,A,215.0,S1B_IW_GRDH_1SDV_20201113T014921_20201113T014946_024240_02E159_6754,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-11-13,2020-11-13-444800_dualchannel.tif,4375.704261596771
368502516,2020-12-25 00:08:35,29.3834,-91.76828,0.0,73.4,511.0,SHELF ACHIEVER,IMO0001242,WDF4620,4,0.0,37.0,9.0,0.0,60.0,A,108.0,S1A_IW_GRDH_1SDV_20201225T001023_20201225T001048_035835_0431FA_A9A4,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-12-25,2020-12-25-43655_dualchannel.tif,23936.4591025568
235098885,2020-12-31 01:34:50,33.67932,-118.20968,0.0,173.5,257.0,EVER LEARNED,IMO9604108,2GNG3,0,1.0,334.0,45.0,14.2,74.0,A,894.0,S1B_IW_GRDH_1SDV_20201231T014944_20201231T015009_024940_02F7C8_D797,"['VV', 'VH']",10.0,EPSG:32611,100.0,2020-12-31,2020-12-31-453861_dualchannel.tif,1070.2304693144238
219152000,2020-06-09 00:12:46,29.33858,-94.58987,0.0,194.6,219.0,NORDIC AKI,IMO950597400,OYCP2,1,1.0,134.0,22.0,5.9,80.0,A,353.0,S1A_IW_GRDH_1SDV_20200609T001839_20200609T001904_032933_03D092_6A46,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-06-09,2020-06-09-70544_dualchannel.tif,1151.2628507787786
636011496,2020-11-24 00:24:25,29.307,-94.54448,0.0,98.0,98.0,ELKA ELEFTHERIA,IMO9216925,ELZP9,1,1.0,183.0,31.0,12.0,,A,341.0,S1A_IW_GRDH_1SDV_20201124T001844_20201124T001909_035383_04226B_25BE,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-11-24,2020-11-24-123905_dualchannel.tif,1193.6273558395706
367337960,2020-11-22 00:28:31,26.09811,-97.07061,0.0,41.5,46.0,GALVESTON,IMO9503160,WDE3363,3,1.0,46.0,14.0,6.9,57.0,A,322.0,S1A_IW_GRDH_1SDV_20201122T003353_20201122T003418_035354_042172_A119,"['VV', 'VH']",10.0,EPSG:32614,100.0,2020-11-22,2020-11-22-152131_dualchannel.tif,12989.350543892544
477195600,2020-12-11 02:04:55,37.76707,-122.33804,0.0,349.6,320.0,MOUNT HIKURANGI,IMO9580039,VRMC8,0,1.0,175.0,29.0,9.6,70.0,A,168.0,S1A_IW_GRDH_1SDV_20201211T020743_20201211T020808_035632_042B00_F758,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-12-11,2020-12-11-629773_dualchannel.tif,857.8262351304284
367327910,2020-06-15 22:24:20,42.39964,-70.64409,0.0,317.1,511.0,GATEWAY ENDEAVOR,IMO8973435,WDE2656,4,1.0,35.0,7.0,,60.0,A,639.0,S1A_IW_GRDH_1SDV_20200615T223459_20200615T223524_033034_03D394_1219,"['VV', 'VH']",10.0,EPSG:32619,100.0,2020-06-15,2020-06-15-6768161_dualchannel.tif,11506.468387445277
338295000,2020-11-28 22:54:35,41.19993,-72.87314,0.0,215.2,335.0,SEALAND PRIDE,IMO8212661,WDB9444,0,1.0,248.0,32.0,,,A,197.0,S1A_IW_GRDH_1SDV_20201128T225118_20201128T225143_035455_0424F1_2C2D,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-11-28,2020-11-28-5765765_dualchannel.tif,98168.13211790402
636013468,2020-02-28 02:01:18,48.7147,-123.53227,0.0,355.0,126.0,LARA,IMO9389124,A8NE7,0,1.0,190.0,32.0,12.7,70.0,A,25.0,S1B_IW_GRDH_1SDV_20200228T020143_20200228T020208_020463_026C5B_7BB0,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-02-28,2020-02-28-497302_dualchannel.tif,1438.5802677576137
367021170,2020-03-24 00:10:26,28.53132,-92.20435,0.0,65.0,511.0,RAYMOND M,IMO8998162,WDC4224,4,0.0,44.0,8.0,2.4,,A,36.0,S1A_IW_GRDH_1SDV_20200324T000950_20200324T001015_031810_03AB93_6BEF,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-24,2020-03-24-71908_dualchannel.tif,2650.3200855530263
371166000,2020-04-28 02:02:59,49.30243,-123.23842,0.0,269.0,164.0,AZUL CIELO,IMO9278636,3EBM5,0,1.0,299.0,50.0,17.9,70.0,A,49.0,S1B_IW_GRDH_1SDV_20200428T020210_20200428T020235_021338_02880D_E5B6,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-04-28,2020-04-28-576912_dualchannel.tif,1544.4805779282376
