index,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,timediff,image name,image polarisation,image resolution,crs,waterbody percentage,date,chipname,nearest ship
6390936,354735000,2020-03-07 14:29:01,46.92358,-124.09864,0.0,6.3,265.0,AMSTEL FALCON,IMO9460514,3EJR9,70.0,1.0,189.0,32.0,12.6,,A,5.0,S1B_IW_GRDH_1SDV_20200307T142906_20200307T142931_020587_027056_BB60,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-07,2020-03-07-6390936_dualchannel.tif,1179.4026247110085
3496540,367428110,2020-03-07 14:26:08,44.25019,-124.34004,0.0,6.0,511.0,PROSPECTOR,,WDF2409,30.0,,17.0,5.0,,,B,228.0,S1B_IW_GRDH_1SDV_20200307T142956_20200307T143021_020587_027056_AFB3,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-07,2020-03-07-3496540_dualchannel.tif,inf
3530427,249687000,2020-03-07 14:33:17,49.28737,-123.21352,0.0,162.5,96.0,RAPALLO,IMO9413690,9HYA9,70.0,1.0,225.0,32.0,14.3,70.0,A,276.0,S1B_IW_GRDH_1SDV_20200307T142841_20200307T142906_020587_027056_07EE,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-07,2020-03-07-3530427_dualchannel.tif,963.3222005993396
6385516,316031209,2020-03-07 14:21:08,48.24971,-125.79326,0.0,119.2,511.0,SEA LOVE,IMO0000000,VG6640,36.0,,17.0,5.0,,,B,478.0,S1B_IW_GRDH_1SDV_20200307T142906_20200307T142931_020587_027056_BB60,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-07,2020-03-07-6385516_dualchannel.tif,176395.46654819848
5687516,228333700,2020-03-07 23:04:52,38.40407,-76.3848,0.0,222.5,326.0,GASELYS,IMO9320075,FMLU,80.0,5.0,289.0,43.0,11.6,,A,114.0,S1A_IW_GRDH_1SDV_20200307T230646_20200307T230711_031576_03A353_F3F7,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-07,2020-03-07-5687516_dualchannel.tif,1138.0627574200512
5688028,367258000,2020-03-07 23:04:56,36.97497,-76.34172,0.0,294.8,511.0,CG SPENCER,,NWHE,90.0,1.0,82.0,11.0,,,A,85.0,S1A_IW_GRDH_1SDV_20200307T230621_20200307T230646_031576_03A353_142D,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-07,2020-03-07-5688028_dualchannel.tif,2471.1588896401563
859712,368023120,2020-03-08 03:18:44,61.10347,-146.27562,0.0,139.7,511.0,,,,,15.0,,,,,A,21.0,S1B_IW_GRDH_1SDV_20200308T031905_20200308T031934_020595_027094_4DBB,"['VV', 'VH']",10.0,EPSG:32606,100.0,2020-03-08,2020-03-08-859712_dualchannel.tif,1483.8789795344237
6437224,369970402,2020-03-08 15:09:03,55.56627,-131.80321,0.0,196.5,511.0,IX 527 SUSPENSION,,,90.0,,,,,,B,58.0,S1B_IW_GRDH_1SDV_20200308T150805_20200308T150830_020602_0270DA_0EBB,"['VV', 'VH']",10.0,EPSG:32608,100.0,2020-03-08,2020-03-08-6437224_dualchannel.tif,inf
805911,366342000,2020-03-08 03:18:56,60.21454,-146.6762,0.0,24.4,97.0,ROSS CHOUEST,IMO9085833,WCW7550,90.0,0.0,78.0,16.0,5.5,31.0,A,9.0,S1B_IW_GRDH_1SDV_20200308T031905_20200308T031934_020595_027094_4DBB,"['VV', 'VH']",10.0,EPSG:32606,100.0,2020-03-08,2020-03-08-805911_dualchannel.tif,101401.16368087572
6030587,303349000,2020-03-08 03:20:16,61.11391,-146.29272,0.0,76.3,257.0,,,,,1.0,,,,,A,71.0,S1B_IW_GRDH_1SDV_20200308T031905_20200308T031934_020595_027094_4DBB,"['VV', 'VH']",10.0,EPSG:32606,100.0,2020-03-08,2020-03-08-6030587_dualchannel.tif,1483.8789795344237
5866580,367713150,2020-03-08 23:45:16,30.08383,-85.50644,0.0,51.5,511.0,CLANDESTINE,,WDI5899,37.0,,,,,,B,22.0,S1A_IW_GRDH_1SDV_20200308T234538_20200308T234607_031591_03A3DB_284F,"['VV', 'VH']",10.0,EPSG:32616,100.0,2020-03-08,2020-03-08-5866580_dualchannel.tif,67852.94552006153
1139634,367309910,2020-03-09 04:42:09,21.27123,-158.09322,0.0,158.6,300.0,NUNUI,IMO7723625,WDD9325,31.0,3.0,56.0,12.0,3.7,,A,164.0,S1A_IW_GRDH_1SDV_20200309T043925_20200309T043950_031594_03A3FA_EAFF,"['VV', 'VH']",10.0,EPSG:32604,100.0,2020-03-09,2020-03-09-1139634_dualchannel.tif,inf
5852845,367419080,2020-03-09 22:54:19,40.81379,-73.77439,0.0,93.6,196.0,ELK RIVER,IMO9564047,WDE9599,31.0,0.0,28.0,9.0,3.4,31.0,A,190.0,S1A_IW_GRDH_1SDV_20200309T225109_20200309T225134_031605_03A460_AB4A,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-09,2020-03-09-5852845_dualchannel.tif,26632.58660514566
6956219,367349860,2020-03-09 22:50:17,40.66252,-74.04199,0.0,332.5,205.0,LINDA MORAN,IMO9398565,WDE4187,31.0,1.0,36.0,11.0,4.6,57.0,A,52.0,S1A_IW_GRDH_1SDV_20200309T225109_20200309T225134_031605_03A460_AB4A,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-09,2020-03-09-6956219_dualchannel.tif,1560.2509566511662
5852540,367073820,2020-03-09 22:52:09,40.59273,-74.01938,0.0,125.4,224.0,J GEORGE BETZ,IMO9137325,WDI5060,31.0,1.0,38.0,11.0,5.9,52.0,A,60.0,S1A_IW_GRDH_1SDV_20200309T225109_20200309T225134_031605_03A460_AB4A,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-09,2020-03-09-5852540_dualchannel.tif,7980.02046273386
5783926,368975000,2020-03-09 22:50:44,41.14627,-73.88818,0.0,53.0,323.0,CG KATHERINE WALKER,IMO9155597,NKFW,90.0,3.0,53.0,10.0,2.4,,A,25.0,S1A_IW_GRDH_1SDV_20200309T225109_20200309T225134_031605_03A460_AB4A,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-09,2020-03-09-5783926_dualchannel.tif,38134.06894058086
5794092,366516380,2020-03-09 22:52:37,40.67316,-74.02993,0.0,256.3,213.0,MORGAN REINAUER,IMO8101733,WCA3764,31.0,0.0,38.0,10.0,4.2,,A,88.0,S1A_IW_GRDH_1SDV_20200309T225109_20200309T225134_031605_03A460_AB4A,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-09,2020-03-09-5794092_dualchannel.tif,1560.2509566511662
2549083,311754000,2020-03-09 10:26:04,18.24405,-64.97924,0.0,54.7,73.0,BERGE SUMMIT,IMO8902371,C6TR5,80.0,5.0,230.0,36.0,10.8,,A,691.0,S1A_IW_GRDH_1SDV_20200309T101433_20200309T101458_031597_03A41E_FC10,"['VV', 'VH']",10.0,EPSG:32620,100.0,2020-03-09,2020-03-09-2549083_dualchannel.tif,inf
5774605,538008165,2020-03-09 22:45:58,40.49941,-73.66898,0.0,91.7,198.0,,,,,1.0,,,,,A,311.0,S1A_IW_GRDH_1SDV_20200309T225109_20200309T225134_031605_03A460_AB4A,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-09,2020-03-09-5774605_dualchannel.tif,31430.357955881394
5790156,367563930,2020-03-09 22:50:46,40.49099,-74.13813,0.0,188.3,138.0,DEAN REINAUER,IMO9653264,WDG7107,31.0,1.0,35.0,10.0,4.9,,A,23.0,S1A_IW_GRDH_1SDV_20200309T225109_20200309T225134_031605_03A460_AB4A,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-09,2020-03-09-5790156_dualchannel.tif,15122.55277871817
5800052,367622870,2020-03-09 22:51:30,41.25245,-72.65791,0.0,331.4,132.0,BAYOU BANDIT,IMO7391032,WDH4939,31.0,1.0,21.0,7.0,,52.0,A,21.0,S1A_IW_GRDH_1SDV_20200309T225109_20200309T225134_031605_03A460_AB4A,"['VV', 'VH']",10.0,EPSG:32618,100.0,2020-03-09,2020-03-09-5800052_dualchannel.tif,103853.4972596547
3633038,212871000,2020-03-10 14:09:04,37.7508,-122.34328,0.0,123.0,163.0,MAYA,IMO9256016,5BWP3,80.0,1.0,228.0,32.0,13.2,89.0,A,72.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3633038_dualchannel.tif,866.523504714842
128164,319194000,2020-03-10 00:26:56,28.85866,-95.18707,0.0,349.2,75.0,STOLT TEAL,IMO9199323,ZCPT8,80.0,1.0,112.0,19.0,7.5,,A,25.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-128164_dualchannel.tif,1823.593905883413
114178,235076282,2020-03-10 00:24:09,27.77598,-96.88553,0.0,49.0,104.0,PARAMOUNT HALIFAX,IMO9453987,2CWC2,80.0,1.0,249.0,44.0,14.8,89.0,A,117.0,S1A_IW_GRDH_1SDV_20200310T002606_20200310T002631_031606_03A464_E405,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-114178_dualchannel.tif,1858.1529061528663
124019,538003480,2020-03-10 00:27:39,29.20992,-94.71035,0.0,352.0,65.0,ASPASIA LEMOS,IMO9417464,V7RD3,80.0,1.0,243.0,42.0,15.0,80.0,A,68.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-124019_dualchannel.tif,1904.749070075149
125245,311000373,2020-03-10 00:27:47,28.84633,-95.1747,0.0,273.5,65.0,CRESQUES,IMO9702039,C6BV2,80.0,1.0,226.0,,,,A,76.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-125245_dualchannel.tif,1823.593905883413
3561377,372352000,2020-03-10 13:54:12,37.73041,-122.33754,0.0,177.0,168.0,ROYAL JUSTICE,IMO9526710,3FKU7,70.0,1.0,177.0,28.0,10.9,70.0,A,820.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3561377_dualchannel.tif,786.2959689203327
125634,538005320,2020-03-10 00:27:46,29.35295,-94.77967,0.0,55.0,126.0,RIDGEBURY KATHRINE Z,IMO9439797,V7CT5,80.0,1.0,183.0,32.0,13.1,80.0,A,75.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-125634_dualchannel.tif,2569.5495825361245
6911142,564749000,2020-03-10 14:57:39,54.2694,-130.60488,0.0,104.4,241.0,EMERALD INDAH,IMO9172428,S6ID,70.0,1.0,229.0,36.0,12.8,70.0,A,331.0,S1B_IW_GRDH_1SDV_20200310T145208_20200310T145233_020631_0271BA_04FA,"['VV', 'VH']",10.0,EPSG:32609,100.0,2020-03-10,2020-03-10-6911142_dualchannel.tif,1385.6594440696713
99714,355733000,2020-03-10 00:18:52,29.14978,-94.64178,0.0,152.0,57.0,MAERSK MIKAGE,IMO9380051,3FZS2,80.0,1.0,182.0,32.0,12.6,80.0,A,459.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-99714_dualchannel.tif,1919.9893001563037
3707329,338371000,2020-03-10 14:08:10,37.77065,-122.35982,0.0,211.3,163.0,POLAR ENDEAVOUR,IMO9193551,WCAJ,80.0,1.0,272.0,46.0,17.5,,A,18.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3707329_dualchannel.tif,939.5258769610527
120013,636010378,2020-03-10 00:25:20,29.2118,-94.57187,0.0,142.9,66.0,STOLT INVENTION,IMO9102100,ELSN7,80.0,1.0,176.0,31.0,11.9,,A,71.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-120013_dualchannel.tif,2102.399985025547
3617193,538007980,2020-03-10 14:07:26,37.77136,-122.34919,0.0,162.6,145.0,,,,,1.0,,,,,A,26.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3617193_dualchannel.tif,939.5258769610527
123155,636017834,2020-03-10 00:25:39,28.81355,-95.22982,0.0,167.4,63.0,STOLT SEQUOIA,IMO9235062,D5MX6,80.0,1.0,183.0,32.0,10.7,,A,52.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-123155_dualchannel.tif,6492.600412400269
114187,636092137,2020-03-10 00:25:51,29.19347,-94.64452,0.0,189.0,57.0,TILL JACOB,IMO9482861,A8XG6,80.0,1.0,228.0,32.0,14.7,89.0,A,40.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-114187_dualchannel.tif,2492.386494753206
6877726,538002946,2020-03-10 14:07:45,37.76176,-122.35771,0.0,237.8,168.0,OVERSEAS LUZON,IMO9301940,V7NE5,80.0,1.0,227.0,32.0,14.3,,A,7.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-6877726_dualchannel.tif,1001.486405208719
144034,240991000,2020-03-10 00:26:22,29.22422,-94.69117,0.0,326.0,66.0,FOURNI,IMO9405564,SVAX9,80.0,1.0,183.0,32.0,13.3,80.0,A,9.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-144034_dualchannel.tif,2447.357525067009
129144,538007700,2020-03-10 00:28:11,29.0849,-94.59387,0.0,207.7,87.0,JUNGFRAU EXPLORER,IMO9332078,V7IS8,80.0,1.0,174.0,28.0,7.2,80.0,A,100.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-129144_dualchannel.tif,1888.486913513307
122484,367581180,2020-03-10 00:25:49,29.00073,-94.76521,0.0,235.6,511.0,VANESSA,IMO9669043,WDG8798,90.0,1.0,35.0,20.0,2.3,,A,42.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-122484_dualchannel.tif,11693.595777009044
120733,563019900,2020-03-10 00:25:15,29.22914,-94.66093,0.0,38.7,61.0,,,,,1.0,,,,,A,76.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-120733_dualchannel.tif,1390.3172524286197
94021,241331000,2020-03-10 00:22:23,29.15957,-94.62042,0.0,160.0,52.0,PATMOS WARRIOR,IMO9337418,SVBZ5,80.0,1.0,239.0,42.0,14.9,89.0,A,248.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-94021_dualchannel.tif,1769.9451050345283
152213,565487000,2020-03-10 00:26:43,29.24038,-94.71095,0.0,345.0,77.0,CHRISTOPH SCHULTE,IMO9368778,9VPY9,80.0,1.0,120.0,19.0,8.8,84.0,A,12.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-152213_dualchannel.tif,1876.973016155447
3650081,356747000,2020-03-10 14:07:31,37.7599,-122.3371,0.0,233.0,132.0,NORD SINCERE,IMO9544384,3FKW5,70.0,1.0,169.0,27.0,9.8,70.0,A,21.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3650081_dualchannel.tif,828.9141645070388
131918,636017329,2020-03-10 00:22:46,29.2297,-94.62076,0.0,308.0,86.0,CIELO DI TAMPA,IMO9707754,D5KJ8,70.0,1.0,179.0,,,,A,225.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-131918_dualchannel.tif,2168.4737445301203
123009,563027500,2020-03-10 00:26:21,29.19093,-94.59191,0.0,296.9,63.0,PARTHIA,IMO9790220,9V3704,,1.0,,,,,A,10.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-123009_dualchannel.tif,2638.414876118522
138452,356696000,2020-03-10 00:26:04,27.81061,-96.88835,0.0,191.1,103.0,,,,,1.0,,,,,A,2.0,S1A_IW_GRDH_1SDV_20200310T002606_20200310T002631_031606_03A464_E405,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-138452_dualchannel.tif,2272.8211149344324
117116,636092313,2020-03-10 00:24:22,29.2557,-94.71918,0.0,0.1,87.0,INDUSTRIAL REVOLUTIO,IMO9267742,D5AH2,70.0,1.0,134.0,21.0,8.0,70.0,A,129.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-117116_dualchannel.tif,1876.973016155447
123848,236352000,2020-03-10 00:26:52,29.24791,-94.6126,0.0,98.8,82.0,BBC ROMANIA,IMO9195420,ZDHR8,70.0,1.0,98.0,14.0,5.7,79.0,A,21.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-123848_dualchannel.tif,2168.4737445301203
125509,566312000,2020-03-10 00:25:41,29.22293,-94.72315,0.0,335.0,72.0,MARITIME KELLY ANNE,IMO9276690,9V3274,80.0,1.0,180.0,32.0,12.0,82.0,A,50.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-125509_dualchannel.tif,1904.749070075149
3684938,636014128,2020-03-10 14:08:44,37.73994,-122.33955,0.0,211.1,166.0,SALAMINA,IMO9382968,A8RM7,80.0,1.0,227.0,32.0,14.3,80.0,A,52.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3684938_dualchannel.tif,753.8530649427082
6872908,636017269,2020-03-10 13:59:56,37.75267,-122.35283,0.0,157.0,165.0,MITERA MARIGO,IMO9321976,D5KC5,80.0,1.0,237.0,42.0,14.9,,A,476.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-6872908_dualchannel.tif,866.523504714842
133723,235076276,2020-03-10 00:29:47,27.79174,-96.87917,0.0,58.7,95.0,PARAMOUNT HATTERAS,IMO9453975,2CWB5,80.0,1.0,249.0,44.0,14.8,,A,221.0,S1A_IW_GRDH_1SDV_20200310T002606_20200310T002631_031606_03A464_E405,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-133723_dualchannel.tif,1858.1529061528663
81992,538008572,2020-03-10 00:18:04,29.2397,-94.66865,0.0,291.1,71.0,,,,,1.0,,,,,A,507.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-81992_dualchannel.tif,1390.3172524286197
146027,240678000,2020-03-10 00:25:06,29.152,-94.6044,0.0,163.0,56.0,STROFADES,IMO9319545,SVET,80.0,1.0,227.0,32.0,13.6,,A,85.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-146027_dualchannel.tif,1769.9451050345283
6878400,370500000,2020-03-10 14:07:40,37.76123,-122.34636,0.0,160.7,144.0,DONG-A TRITON,IMO9686986,3FWC6,80.0,1.0,183.0,32.0,13.3,,A,12.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-6878400_dualchannel.tif,828.9141645070388
155498,538008198,2020-03-10 00:35:51,29.21583,-94.593,0.0,93.0,68.0,ALBA,IMO9297345,V7A2071,80.0,1.0,251.0,43.0,11.8,80.0,A,560.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-155498_dualchannel.tif,2102.399985025547
119479,538006226,2020-03-10 00:24:25,28.8896,-95.20522,0.0,225.2,83.0,SILVER ELEANOR,IMO9692301,V7KT5,80.0,1.0,183.0,32.0,13.3,,A,126.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-119479_dualchannel.tif,3859.992520129984
143237,248642000,2020-03-10 00:27:01,27.32887,-96.64976,0.0,190.8,106.0,,,,,1.0,,,,,A,55.0,S1A_IW_GRDH_1SDV_20200310T002606_20200310T002631_031606_03A464_E405,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-143237_dualchannel.tif,54221.36084490989
141683,636092864,2020-03-10 00:25:39,29.19963,-94.68417,0.0,339.0,63.0,AS PAULINE,IMO9294549,D5RB6,70.0,1.0,210.0,30.0,6.9,70.0,A,52.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-141683_dualchannel.tif,2789.527412868228
56383,351928000,2020-03-10 00:10:07,29.13435,-94.58232,0.0,141.1,68.0,EVER ALLIANCE,IMO9423255,3EBN5,70.0,1.0,189.0,32.0,12.8,70.0,A,984.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-56383_dualchannel.tif,2085.1993295249285
127728,240435000,2020-03-10 00:26:52,29.09602,-94.57917,0.0,9.0,79.0,MINERVA ELLIE,IMO9297321,SZQI,80.0,1.0,243.0,42.0,14.8,89.0,A,21.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-127728_dualchannel.tif,1888.486913513307
140269,240556000,2020-03-10 00:27:15,27.80763,-96.83353,0.0,324.0,106.0,CAP GUILLAUME,IMO9321691,SZXO,80.0,1.0,274.0,48.0,17.0,80.0,A,69.0,S1A_IW_GRDH_1SDV_20200310T002606_20200310T002631_031606_03A464_E405,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-140269_dualchannel.tif,4172.191498836549
46277,538006699,2020-03-10 00:09:57,27.77957,-96.86167,0.0,210.6,107.0,TRINITY,IMO9730361,V7QJ3,80.0,1.0,274.0,,,,A,969.0,S1A_IW_GRDH_1SDV_20200310T002606_20200310T002631_031606_03A464_E405,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-46277_dualchannel.tif,2192.4610580061826
151783,566179000,2020-03-10 00:34:55,29.31924,-94.60068,0.0,85.6,84.0,RUDOLF SCHULTE,IMO9576765,9V9152,80.0,1.0,176.0,27.0,9.2,,A,504.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-151783_dualchannel.tif,7989.850999236539
140427,374577000,2020-03-10 00:32:13,28.86496,-95.13539,0.0,163.7,72.0,MALENA,IMO9718210,3FGW7,70.0,1.0,292.0,,,,A,342.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-140427_dualchannel.tif,4356.73115206719
141103,311476000,2020-03-10 00:28:38,27.86871,-96.86476,0.0,15.7,113.0,LIMERICK SPIRIT,IMO9312860,C6VF3,80.0,1.0,243.0,42.0,14.9,,A,152.0,S1A_IW_GRDH_1SDV_20200310T002606_20200310T002631_031606_03A464_E405,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-141103_dualchannel.tif,5172.346068694585
3608328,366508000,2020-03-10 14:04:07,37.73969,-122.3481,0.0,234.6,170.0,OVERSEAS MARTINEZ,IMO9353589,WPAJ,80.0,1.0,183.0,32.0,12.2,80.0,A,225.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3608328_dualchannel.tif,753.8530649427082
85508,412418000,2020-03-10 00:20:37,29.16702,-94.64372,0.0,316.8,54.0,,,,,1.0,,,,,A,354.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-85508_dualchannel.tif,1919.9893001563037
119111,636017321,2020-03-10 00:24:37,28.9762,-94.58682,0.0,16.6,128.0,SIKANIA,IMO9233387,D5KI7,70.0,1.0,189.0,32.0,12.3,,A,114.0,S1A_IW_GRDH_1SDV_20200310T002631_20200310T002656_031606_03A464_C4A7,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-119111_dualchannel.tif,12066.203498133478
3681601,367003250,2020-03-10 14:21:08,37.76794,-122.32249,0.0,231.0,511.0,SARAH REED,,WDH9748,31.0,0.0,19.0,7.0,,,A,796.0,S1A_IW_GRDH_1SDV_20200310T140752_20200310T140817_031614_03A4AE_2502,"['VV', 'VH']",10.0,EPSG:32610,100.0,2020-03-10,2020-03-10-3681601_dualchannel.tif,1565.82699858691
119352,538003027,2020-03-10 00:27:35,27.83034,-96.89453,0.0,340.0,111.0,MR CANOPUS,IMO9396488,V7NV6,80.0,1.0,183.0,32.0,13.0,80.0,A,89.0,S1A_IW_GRDH_1SDV_20200310T002606_20200310T002631_031606_03A464_E405,"['VV', 'VH']",10.0,EPSG:32615,100.0,2020-03-10,2020-03-10-119352_dualchannel.tif,2272.8211149344324
